tenure,Contract_Two year,TenureServicesScore,InternetType,Fiber_Monthly,InternetService_Fiber optic,IsNewCustomer,IsLongCustomer,MonthlyCharges,PaymentMethod_Electronic check,InternetService_No,Contract_One year,Partner,OnlineSecurity,PaperlessBilling,OnlineBackup,TotalServicesCount,AutomaticPayment,TechSupport,Dependents,PaymentMethod_Credit card (automatic),StreamingTV,SeniorCitizen,DeviceProtection,MultipleLines_Yes,StreamingMovies,Churn
70,1,420.0,2,104.3,1,0,1,104.3,0,0,0,1,0.0,1,0.0,6.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
21,0,21.0,1,0.0,0,0,0,44.95,1,0,0,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
23,0,46.0,1,0.0,0,0,0,49.45,1,0,1,0,0.0,1,0.0,2.0,0,1.0,1,0,0.0,0,0.0,0,0.0,0
6,0,6.0,0,0.0,0,0,0,20.6,0,1,1,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
4,1,4.0,0,0.0,0,1,0,19.55,0,1,0,1,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
3,0,15.0,2,99.0,1,1,0,99.0,0,0,0,0,1.0,1,0.0,5.0,1,0.0,0,1,1.0,0,1.0,0,1.0,1
23,0,92.0,2,93.5,1,0,0,93.5,1,0,0,0,0.0,1,0.0,4.0,0,0.0,0,0,1.0,0,0.0,1,1.0,0
26,0,104.0,1,0.0,0,0,1,54.55,0,0,1,0,1.0,0,0.0,4.0,1,1.0,0,1,1.0,0,0.0,0,1.0,0
8,0,8.0,0,0.0,0,0,0,20.05,0,1,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
26,0,78.0,2,83.95,1,0,1,83.95,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,0.0,0,0.0,1,1.0,1
2,0,6.0,2,79.45,1,1,0,79.45,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
67,1,536.0,2,116.2,1,0,1,116.2,0,0,0,0,1.0,0,1.0,8.0,1,1.0,0,1,1.0,0,1.0,1,1.0,1
71,1,284.0,2,93.7,1,0,1,93.7,0,0,0,1,0.0,1,0.0,4.0,0,0.0,0,0,1.0,0,0.0,1,1.0,1
59,0,413.0,1,0.0,0,0,1,79.85,0,0,1,0,1.0,0,1.0,7.0,1,1.0,0,1,0.0,0,1.0,1,1.0,0
39,0,195.0,2,100.0,1,0,1,100.0,1,0,1,1,0.0,0,0.0,5.0,0,0.0,1,0,1.0,0,1.0,1,1.0,0
21,1,21.0,0,0.0,0,0,0,19.6,0,1,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
1,0,1.0,0,0.0,0,1,0,19.7,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
48,1,48.0,0,0.0,0,0,1,20.2,0,1,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
31,0,124.0,1,0.0,0,0,1,50.4,0,0,1,1,1.0,1,1.0,4.0,1,0.0,0,1,0.0,1,1.0,0,1.0,0
64,0,512.0,2,113.35,1,0,1,113.35,1,0,1,1,1.0,0,1.0,8.0,0,1.0,1,0,1.0,0,1.0,1,1.0,0
46,0,138.0,2,80.0,1,0,1,80.0,0,0,0,1,0.0,1,1.0,3.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
52,1,312.0,1,0.0,0,0,1,80.95,0,0,0,0,0.0,1,0.0,6.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
67,1,134.0,0,0.0,0,0,1,24.9,0,1,0,1,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
67,0,201.0,1,0.0,0,0,1,54.9,1,0,0,0,0.0,0,1.0,3.0,0,0.0,0,0,0.0,1,0.0,1,0.0,0
5,0,10.0,2,75.55,1,1,0,75.55,1,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
71,1,497.0,2,109.25,1,0,1,109.25,1,0,0,1,0.0,0,1.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
9,0,18.0,2,77.65,1,0,0,77.65,0,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,1
26,0,130.0,2,95.0,1,0,1,95.0,1,0,0,0,1.0,1,1.0,5.0,0,0.0,0,0,0.0,1,0.0,1,1.0,1
71,0,568.0,2,116.3,1,0,1,116.3,0,0,1,0,1.0,1,1.0,8.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
32,0,32.0,0,0.0,0,0,1,19.9,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
2,0,2.0,2,70.35,1,1,0,70.35,1,0,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
71,1,142.0,0,0.0,0,0,1,25.6,0,1,0,1,0.0,0,0.0,2.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
60,0,180.0,1,0.0,0,0,1,44.45,1,0,1,0,1.0,1,0.0,3.0,0,0.0,0,0,0.0,0,1.0,0,1.0,0
55,0,275.0,2,100.15,1,0,1,100.15,1,0,1,0,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,0
54,0,324.0,2,105.4,1,0,1,105.4,0,0,1,0,1.0,1,1.0,6.0,1,1.0,0,1,1.0,0,0.0,0,1.0,1
2,0,8.0,2,95.85,1,1,0,95.85,1,0,0,0,0.0,1,0.0,4.0,0,0.0,0,0,1.0,0,1.0,0,1.0,1
6,0,12.0,2,73.85,1,0,0,73.85,0,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
48,1,240.0,1,0.0,0,0,1,70.1,0,0,0,1,1.0,1,1.0,5.0,1,0.0,1,1,0.0,0,1.0,0,1.0,0
63,1,126.0,0,0.0,0,0,1,25.25,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
1,0,3.0,2,79.15,1,1,0,79.15,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
12,0,12.0,0,0.0,0,0,0,21.05,0,1,0,0,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
54,0,0.0,1,0.0,0,0,1,24.95,0,0,0,1,0.0,1,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
30,0,120.0,1,0.0,0,0,1,64.5,1,0,1,1,0.0,1,0.0,4.0,0,1.0,1,0,1.0,0,1.0,0,0.0,0
30,0,30.0,0,0.0,0,0,1,19.65,0,1,0,1,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
4,0,8.0,2,79.0,1,1,0,79.0,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,1
40,0,240.0,2,105.95,1,0,1,105.95,0,0,1,0,0.0,1,0.0,6.0,1,1.0,0,1,1.0,0,1.0,1,1.0,0
9,0,18.0,2,75.85,1,0,0,75.85,1,0,0,1,0.0,1,0.0,2.0,0,1.0,1,0,0.0,0,0.0,0,0.0,0
17,0,68.0,2,91.85,1,0,0,91.85,1,0,0,1,1.0,0,0.0,4.0,0,1.0,1,0,1.0,0,0.0,0,0.0,1
62,1,186.0,1,0.0,0,0,1,43.6,0,0,0,0,0.0,1,1.0,3.0,1,0.0,0,1,0.0,0,1.0,0,1.0,0
28,0,112.0,2,91.25,1,0,1,91.25,0,0,1,0,0.0,1,1.0,4.0,0,1.0,0,0,1.0,0,0.0,0,0.0,0
70,1,560.0,1,0.0,0,0,1,89.75,0,0,0,0,1.0,0,1.0,8.0,1,1.0,0,1,1.0,0,1.0,1,1.0,0
46,1,276.0,2,104.4,1,0,1,104.4,0,0,0,0,0.0,1,1.0,6.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
23,0,92.0,2,90.15,1,0,0,90.15,0,0,0,1,0.0,0,0.0,4.0,0,0.0,0,0,0.0,0,1.0,1,1.0,0
47,0,141.0,1,0.0,0,0,1,40.3,1,0,1,1,1.0,0,0.0,3.0,0,1.0,1,0,0.0,0,1.0,0,0.0,0
68,1,408.0,2,105.25,1,0,1,105.25,0,0,0,1,1.0,1,1.0,6.0,0,0.0,1,0,1.0,0,1.0,0,1.0,0
60,0,360.0,2,106.0,1,0,1,106.0,1,0,1,0,0.0,1,0.0,6.0,0,1.0,0,0,1.0,1,1.0,1,1.0,1
67,1,402.0,2,104.0,1,0,1,104.0,1,0,0,0,0.0,1,1.0,6.0,0,1.0,1,0,1.0,0,0.0,1,1.0,0
14,0,56.0,1,0.0,0,0,0,69.65,1,0,0,0,0.0,1,0.0,4.0,0,1.0,0,0,1.0,0,0.0,0,1.0,0
57,0,114.0,2,74.3,1,0,1,74.3,1,0,0,1,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
55,0,275.0,2,100.9,1,0,1,100.9,0,0,1,1,1.0,0,0.0,5.0,0,0.0,1,0,1.0,0,0.0,1,1.0,0
1,0,1.0,0,0.0,0,1,0,20.25,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
1,0,2.0,1,0.0,0,1,0,49.9,0,0,0,0,0.0,1,0.0,2.0,0,1.0,1,0,0.0,0,0.0,0,0.0,1
23,0,115.0,2,96.9,1,0,0,96.9,0,0,0,0,0.0,1,0.0,5.0,1,1.0,0,1,1.0,0,1.0,1,0.0,0
13,0,65.0,2,100.35,1,0,0,100.35,1,0,0,0,1.0,1,0.0,5.0,0,0.0,0,0,1.0,0,0.0,1,1.0,1
47,0,282.0,2,104.1,1,0,1,104.1,1,0,0,1,0.0,1,1.0,6.0,0,0.0,0,0,1.0,0,1.0,1,1.0,0
38,0,38.0,0,0.0,0,0,1,20.1,0,1,1,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
38,0,76.0,2,74.95,1,0,1,74.95,0,0,0,1,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,1,0.0,1
2,0,6.0,1,0.0,0,1,0,56.55,0,0,0,0,0.0,1,1.0,3.0,1,0.0,0,1,0.0,1,0.0,1,0.0,0
1,0,2.0,1,0.0,0,1,0,49.25,0,0,0,1,0.0,1,0.0,2.0,1,1.0,1,1,0.0,1,0.0,0,0.0,1
15,0,15.0,2,68.6,1,0,0,68.6,0,0,0,1,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
26,0,26.0,2,69.05,1,0,1,69.05,0,0,0,0,0.0,1,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
35,1,35.0,0,0.0,0,0,1,19.7,0,1,0,1,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
3,0,3.0,0,0.0,0,1,0,20.05,0,1,0,0,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
50,0,300.0,2,103.7,1,0,1,103.7,1,0,0,1,0.0,0,1.0,6.0,0,1.0,1,0,1.0,0,0.0,1,1.0,1
42,0,210.0,2,94.4,1,0,1,94.4,1,0,0,1,1.0,1,0.0,5.0,0,0.0,0,0,0.0,0,1.0,1,1.0,0
10,0,30.0,1,0.0,0,0,0,54.95,0,0,0,1,1.0,1,0.0,3.0,1,1.0,0,1,0.0,0,0.0,0,0.0,0
61,0,305.0,2,93.7,1,0,1,93.7,0,0,1,1,1.0,0,1.0,5.0,0,1.0,0,0,0.0,0,0.0,0,1.0,0
68,1,476.0,2,110.25,1,0,1,110.25,0,0,0,0,1.0,0,1.0,7.0,1,1.0,0,1,1.0,0,0.0,1,1.0,0
10,0,50.0,2,98.9,1,0,0,98.9,1,0,1,0,1.0,1,0.0,5.0,0,0.0,0,0,1.0,0,1.0,0,1.0,0
65,0,325.0,2,89.75,1,0,1,89.75,1,0,1,1,1.0,0,1.0,5.0,0,0.0,0,0,0.0,0,1.0,1,0.0,1
72,1,432.0,1,0.0,0,0,1,80.45,0,0,0,1,1.0,1,0.0,6.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
55,0,165.0,2,79.4,1,0,1,79.4,1,0,0,1,0.0,0,1.0,3.0,0,1.0,1,0,0.0,0,0.0,0,0.0,0
1,0,1.0,0,0.0,0,1,0,20.3,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
7,0,28.0,1,0.0,0,0,0,62.8,0,0,0,0,0.0,0,0.0,4.0,0,1.0,0,0,0.0,0,1.0,0,1.0,0
2,0,4.0,2,74.9,1,1,0,74.9,0,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
9,0,18.0,2,74.85,1,0,0,74.85,1,0,0,0,1.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
27,1,54.0,0,0.0,0,0,1,25.85,0,1,0,0,0.0,1,0.0,2.0,1,0.0,1,1,0.0,0,0.0,1,0.0,0
7,0,35.0,2,101.95,1,0,0,101.95,1,0,0,1,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,1
64,1,320.0,1,0.0,0,0,1,68.3,0,0,0,1,0.0,1,1.0,5.0,0,1.0,0,0,0.0,0,1.0,0,1.0,0
70,1,280.0,1,0.0,0,0,1,48.4,0,0,0,0,1.0,0,0.0,4.0,0,1.0,0,0,0.0,0,1.0,0,1.0,0
2,0,8.0,2,94.0,1,1,0,94.0,1,0,0,0,0.0,1,0.0,4.0,0,0.0,0,0,1.0,1,0.0,1,1.0,1
67,1,402.0,2,105.05,1,0,1,105.05,1,0,0,0,1.0,1,1.0,6.0,0,1.0,0,0,1.0,1,0.0,0,1.0,0
45,0,180.0,2,89.3,1,0,1,89.3,0,0,0,0,0.0,1,1.0,4.0,1,0.0,0,1,1.0,0,0.0,1,0.0,1
24,1,48.0,0,0.0,0,0,0,25.15,0,1,0,0,0.0,0,0.0,2.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
4,1,4.0,0,0.0,0,1,0,19.5,0,1,0,1,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
44,0,176.0,2,92.95,1,0,1,92.95,0,0,0,1,0.0,1,0.0,4.0,0,0.0,1,0,1.0,0,1.0,0,1.0,0
72,1,72.0,0,0.0,0,0,1,20.7,0,1,0,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
1,0,2.0,2,74.3,1,1,0,74.3,0,0,0,0,0.0,1,1.0,2.0,1,0.0,0,1,0.0,0,0.0,0,0.0,1
66,1,66.0,0,0.0,0,0,1,19.35,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
1,0,3.0,1,0.0,0,1,0,44.65,0,0,0,0,0.0,1,1.0,3.0,0,1.0,0,0,0.0,0,0.0,0,1.0,1
13,0,39.0,2,84.05,1,0,0,84.05,1,0,0,1,1.0,0,0.0,3.0,0,0.0,1,0,0.0,0,0.0,0,1.0,1
10,0,30.0,2,80.7,1,0,0,80.7,0,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
65,0,390.0,2,104.35,1,0,1,104.35,1,0,0,1,0.0,1,1.0,6.0,0,0.0,0,0,1.0,1,1.0,1,1.0,0
1,0,1.0,0,0.0,0,1,0,19.55,0,1,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
38,0,228.0,1,0.0,0,0,1,74.05,1,0,1,1,1.0,0,1.0,6.0,0,1.0,1,0,1.0,0,1.0,0,0.0,0
23,1,69.0,1,0.0,0,0,0,40.1,0,0,0,0,1.0,0,0.0,3.0,0,1.0,1,0,0.0,0,1.0,0,0.0,0
10,0,10.0,0,0.0,0,0,0,20.1,0,1,1,1,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
4,0,20.0,2,101.7,1,1,0,101.7,1,0,0,0,0.0,1,1.0,5.0,0,0.0,1,0,1.0,0,0.0,1,1.0,1
72,1,504.0,1,0.0,0,0,1,83.55,0,0,0,1,1.0,1,0.0,7.0,1,1.0,1,1,1.0,0,1.0,1,1.0,0
35,0,105.0,1,0.0,0,0,1,56.85,1,0,0,1,0.0,0,1.0,3.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
1,0,1.0,0,0.0,0,1,0,20.4,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
58,1,58.0,0,0.0,0,0,1,19.55,0,1,0,1,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
70,0,420.0,2,106.15,1,0,1,106.15,1,0,1,1,0.0,1,1.0,6.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
38,0,228.0,1,0.0,0,0,1,78.95,0,0,1,1,0.0,0,1.0,6.0,1,0.0,1,1,1.0,0,1.0,1,1.0,0
60,0,180.0,1,0.0,0,0,1,49.75,1,0,0,1,0.0,1,1.0,3.0,0,0.0,1,0,1.0,0,0.0,0,1.0,0
26,0,130.0,2,92.4,1,0,1,92.4,0,0,0,0,1.0,1,1.0,5.0,1,0.0,0,1,1.0,0,0.0,1,0.0,0
8,0,32.0,1,0.0,0,0,0,58.2,0,0,1,0,1.0,0,1.0,4.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
41,0,246.0,2,102.6,1,0,1,102.6,1,0,1,1,0.0,1,0.0,6.0,0,1.0,1,0,1.0,0,1.0,1,1.0,1
36,0,144.0,2,91.95,1,0,1,91.95,0,0,0,1,0.0,1,1.0,4.0,1,0.0,0,1,1.0,1,0.0,1,0.0,0
54,0,216.0,1,0.0,0,0,1,65.25,0,0,1,0,0.0,0,0.0,4.0,0,1.0,0,0,0.0,1,1.0,0,1.0,0
71,1,426.0,2,106.0,1,0,1,106.0,0,0,0,1,0.0,1,1.0,6.0,0,0.0,1,0,1.0,0,1.0,1,1.0,1
55,0,110.0,2,73.1,1,0,1,73.1,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
72,1,288.0,1,0.0,0,0,1,59.75,0,0,0,0,1.0,0,1.0,4.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
3,0,9.0,1,0.0,0,1,0,55.1,0,0,0,0,1.0,1,0.0,3.0,0,1.0,1,0,0.0,0,0.0,0,0.0,1
54,1,216.0,1,0.0,0,0,1,59.8,0,0,0,1,0.0,1,1.0,4.0,0,0.0,1,0,0.0,0,1.0,1,0.0,0
72,1,576.0,2,116.6,1,0,1,116.6,0,0,0,1,1.0,1,1.0,8.0,0,1.0,1,0,1.0,0,1.0,1,1.0,0
52,1,364.0,2,109.3,1,0,1,109.3,1,0,0,0,1.0,1,0.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
60,0,300.0,2,101.4,1,0,1,101.4,0,0,1,0,1.0,1,0.0,5.0,0,0.0,0,0,1.0,1,0.0,1,1.0,0
39,0,117.0,1,0.0,0,0,1,50.65,0,0,0,0,0.0,1,0.0,3.0,1,0.0,0,1,1.0,0,1.0,0,1.0,0
15,0,30.0,1,0.0,0,0,0,56.15,0,0,1,0,0.0,0,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,0
69,1,414.0,2,106.5,1,0,1,106.5,0,0,0,0,0.0,1,0.0,6.0,0,1.0,0,0,1.0,0,1.0,1,1.0,1
43,0,43.0,0,0.0,0,0,1,19.2,0,1,1,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
63,0,441.0,1,0.0,0,0,1,83.0,0,0,1,0,1.0,0,1.0,7.0,0,1.0,0,0,1.0,1,1.0,1,0.0,0
2,0,2.0,2,70.1,1,1,0,70.1,1,0,0,1,0.0,0,0.0,1.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
72,1,504.0,2,108.3,1,0,1,108.3,0,0,0,1,1.0,1,1.0,7.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
32,0,128.0,2,91.05,1,0,1,91.05,0,0,0,1,0.0,1,0.0,4.0,0,0.0,1,0,0.0,0,1.0,1,1.0,1
40,1,80.0,0,0.0,0,0,1,25.25,0,1,0,1,0.0,0,0.0,2.0,1,0.0,1,1,0.0,0,0.0,1,0.0,0
58,0,174.0,1,0.0,0,0,1,45.35,1,0,1,1,1.0,1,1.0,3.0,0,0.0,0,0,1.0,0,0.0,0,0.0,0
67,1,201.0,1,0.0,0,0,1,43.9,1,0,0,0,1.0,0,0.0,3.0,0,1.0,0,0,1.0,0,0.0,0,0.0,0
51,0,153.0,2,77.5,1,0,1,77.5,1,0,0,1,1.0,1,0.0,3.0,0,0.0,0,0,0.0,1,0.0,1,0.0,1
31,0,186.0,1,0.0,0,0,1,79.3,0,0,1,1,0.0,1,0.0,6.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
69,0,276.0,2,84.9,1,0,1,84.9,0,0,0,1,1.0,1,1.0,4.0,1,0.0,0,1,0.0,1,0.0,1,0.0,0
32,0,96.0,2,79.25,1,0,1,79.25,1,0,1,1,0.0,1,0.0,3.0,0,1.0,0,0,0.0,0,0.0,1,0.0,0
21,1,105.0,1,0.0,0,0,0,71.05,0,0,0,0,1.0,0,1.0,5.0,1,1.0,0,1,1.0,0,0.0,0,0.0,0
52,0,156.0,1,0.0,0,0,1,53.75,1,0,1,0,1.0,0,0.0,3.0,0,0.0,0,0,0.0,0,1.0,0,0.0,0
72,1,144.0,0,0.0,0,0,1,24.25,0,1,0,1,0.0,0,0.0,2.0,1,0.0,1,1,0.0,0,0.0,1,0.0,0
72,1,288.0,1,0.0,0,0,1,54.2,1,0,0,1,0.0,1,1.0,4.0,0,0.0,0,0,1.0,0,1.0,0,1.0,1
52,0,156.0,1,0.0,0,0,1,44.25,0,0,1,1,1.0,0,0.0,3.0,0,0.0,1,0,0.0,0,1.0,0,1.0,0
41,0,82.0,1,0.0,0,0,1,50.05,0,0,1,0,0.0,0,0.0,2.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
41,1,41.0,0,0.0,0,0,1,20.15,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
6,0,6.0,2,69.25,1,0,0,69.25,0,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
67,0,402.0,1,0.0,0,0,1,69.35,0,0,1,1,1.0,1,1.0,6.0,1,1.0,1,1,0.0,0,1.0,1,0.0,0
16,0,16.0,0,0.0,0,0,0,19.35,0,1,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
17,1,17.0,0,0.0,0,0,0,19.15,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
35,0,140.0,1,0.0,0,0,1,61.0,0,0,0,1,1.0,0,1.0,4.0,0,0.0,0,0,0.0,0,1.0,0,0.0,0
58,1,58.0,0,0.0,0,0,1,20.5,0,1,0,1,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
1,0,2.0,1,0.0,0,1,0,50.5,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,1.0,0,0.0,1
52,1,208.0,1,0.0,0,0,1,50.2,0,0,0,1,0.0,0,1.0,4.0,0,1.0,1,0,1.0,0,1.0,0,0.0,0
70,1,420.0,1,0.0,0,0,1,79.6,0,0,0,0,1.0,0,0.0,6.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
19,1,38.0,0,0.0,0,0,0,24.9,0,1,0,1,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
1,0,2.0,2,74.4,1,1,0,74.4,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,1,0.0,1
35,0,210.0,2,106.9,1,0,1,106.9,1,0,0,1,1.0,1,0.0,6.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
32,0,160.0,2,101.35,1,0,1,101.35,1,0,0,0,0.0,1,0.0,5.0,0,0.0,0,0,1.0,0,1.0,1,1.0,0
17,0,51.0,1,0.0,0,0,0,55.35,0,0,0,1,1.0,1,0.0,3.0,1,1.0,1,1,0.0,0,0.0,0,0.0,0
67,0,134.0,1,0.0,0,0,1,50.55,0,0,1,1,0.0,0,1.0,2.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
9,0,9.0,0,0.0,0,0,0,19.5,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
31,0,186.0,1,0.0,0,0,1,79.45,0,0,1,0,0.0,1,1.0,6.0,0,1.0,1,0,1.0,0,0.0,1,1.0,1
4,0,16.0,2,90.65,1,1,0,90.65,1,0,0,0,1.0,0,0.0,4.0,0,0.0,0,0,1.0,0,0.0,1,0.0,0
58,0,290.0,2,89.85,1,0,1,89.85,0,0,1,1,1.0,1,1.0,5.0,0,1.0,1,0,0.0,1,0.0,1,0.0,0
60,0,360.0,1,0.0,0,0,1,79.0,0,0,1,0,1.0,0,0.0,6.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
58,0,348.0,2,104.65,1,0,1,104.65,1,0,1,0,0.0,1,0.0,6.0,0,1.0,0,0,1.0,0,1.0,1,1.0,1
1,0,1.0,0,0.0,0,1,0,19.55,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
27,1,27.0,0,0.0,0,0,1,19.9,0,1,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
66,0,528.0,2,116.25,1,0,1,116.25,1,0,1,1,1.0,1,1.0,8.0,0,1.0,1,0,1.0,1,1.0,1,1.0,0
15,0,60.0,2,87.75,1,0,0,87.75,0,0,0,0,1.0,1,0.0,4.0,0,0.0,0,0,1.0,0,0.0,1,0.0,0
47,0,235.0,2,100.05,1,0,1,100.05,1,0,0,1,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,1
41,0,123.0,2,81.3,1,0,1,81.3,0,0,0,0,1.0,1,0.0,3.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
59,0,118.0,1,0.0,0,0,1,44.3,1,0,0,1,0.0,1,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,1.0,0
50,1,50.0,2,70.35,1,0,1,70.35,0,0,0,0,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
17,0,51.0,1,0.0,0,0,0,44.45,0,0,1,1,1.0,0,0.0,3.0,1,0.0,1,1,1.0,0,1.0,0,0.0,0
6,0,12.0,1,0.0,0,0,0,49.15,1,0,0,1,1.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
51,0,51.0,1,0.0,0,0,1,29.45,0,0,0,1,0.0,1,1.0,1.0,1,0.0,0,1,0.0,1,0.0,0,0.0,0
44,0,220.0,2,100.55,1,0,1,100.55,1,0,0,0,0.0,0,1.0,5.0,0,1.0,0,0,1.0,0,0.0,0,1.0,1
49,0,147.0,2,85.3,1,0,1,85.3,0,0,0,1,0.0,1,1.0,3.0,1,0.0,0,1,1.0,0,0.0,0,0.0,0
2,0,8.0,2,95.65,1,1,0,95.65,1,0,0,0,0.0,0,1.0,4.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
59,0,295.0,1,0.0,0,0,1,69.1,0,0,1,1,1.0,1,0.0,5.0,0,1.0,0,0,0.0,0,0.0,1,1.0,0
